StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Appointment,Years,Split,Likert Senate Both_1,Likert Senate Both_2,Likert Senate Both_3,Likert Senate Both_4,Likert Senate Both_5,Likert Senate Both_6,Likert Senate Both_7,Likert Senate Both_8,Likert Senate Both_9,Likert Senate Both_10,Q20,Q21,Q22,Q23,Council question bot,Council Likert Both_1,Council Likert Both_2,Council Likert Both_3,Council Likert Both_4,Council Likert Both_5,Council Likert Both_6,Council Likert Both_7,Council Likert Both_8,Council Likert Both_9,Council Likert Both_10,Q24,Q25,Q26,Q27,Likert Senate_1,Likert Senate_2,Likert Senate_3,Likert Senate_4,Likert Senate_5,Likert Senate_6,Likert Senate_7,Likert Senate_8,Likert Senate_9,Likert Senate_10,Comment Likert Sen,Process Senate,Policy Senate,Feedback Senate,Council name,Likert Council_1,Likert Council_2,Likert Council_3,Likert Council_4,Likert Council_5,Likert Council_6,Likert Council_7,Likert Council_8,Likert Council_9,Likert Council_10,Likert Council Comme,Process Council,Q16,Feedback Council
2026-04-02 15:50:19,2026-04-02 15:54:19,IP Address,205.175.106.150,100,240,True,2026-04-02 15:54:20,R_5ozpQ5B1wvHLkP0,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,"I am worried that the Senate will have less impact in the coming years. President Cauce was very good at working with the Senate, even when she disagreed with the Senate's actions. However, I do not get that vibe from the current president. President Jones only started taking questions from the Senate and his responses have been rather vague and dismissive of concerns.","Better communication with administration. The TIAA transition was a total debacle. ",,,,,,,,,,,,,,,,,
2026-04-02 15:55:16,2026-04-02 15:58:39,IP Address,73.97.220.87,100,202,True,2026-04-02 15:58:39,R_7PMqfUQFNBrQkbu,,,,,47.63,-122.2972,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 15:55:24,2026-04-02 15:59:09,IP Address,205.175.118.30,100,224,True,2026-04-02 15:59:09,R_611nlGuldNGfhmq,,,,,47.6733,-122.3426,anonymous,EN,Woman,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 15:59:35,2026-04-02 16:01:22,IP Address,198.182.178.159,100,107,True,2026-04-02 16:01:22,R_6wEkEXLnwQOnZ3W,,,,,37.751,-97.822,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:01:10,2026-04-02 16:02:28,IP Address,104.28.153.15,100,78,True,2026-04-02 16:02:29,R_6nOsBtQRy0U80ao,,,,,47.3822,-122.2415,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:00:27,2026-04-02 16:02:35,IP Address,205.175.106.226,100,128,True,2026-04-02 16:02:35,R_61ibOon7y18VAeU,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:04:21,2026-04-02 16:07:18,IP Address,98.232.64.229,100,177,True,2026-04-02 16:07:18,R_7OAz06F7YaGaMMC,,,,,47.7494,-122.2173,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:06:53,2026-04-02 16:07:41,IP Address,146.79.254.10,100,48,True,2026-04-02 16:07:42,R_3zCG5rZuqkEOe8U,,,,,47.6109,-122.3303,anonymous,EN,Man,Non-Tenure Track,5-10 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:12:35,2026-04-02 16:17:49,IP Address,205.175.106.146,100,314,True,2026-04-02 16:17:50,R_6pMdQPumS59mWtT,,,,,47.6631,-122.3029,anonymous,EN,,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,"Service in the Senate is not valued in my department, it is just treated like an add-on.  We are part of a group of departments that share seats and sometimes the seats go unfilled.  ","Meetings move slowly, in part because senators speak too often.  Discussion takes too long.  ",Getting the admin to share details of the budget,"In my first year in the senate I am surprised by how much time we spend going over legislation line by line.  I think that should have been handled at an earlier stage, such as the councils.  ",,,,,,,,,,,,,,,
2026-04-02 16:20:54,2026-04-02 16:22:09,IP Address,205.175.118.208,100,75,True,2026-04-02 16:22:10,R_7bWbIVtR8mGwGmR,,,,,47.6733,-122.3426,anonymous,EN,Non-binary / gender non-conforming,Tenure Track,5-10 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:20:08,2026-04-02 16:22:21,IP Address,98.125.160.179,100,133,True,2026-04-02 16:22:22,R_5riERF1KNWwIYaz,,,,,47.7985,-122.4981,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:22:33,2026-04-02 16:23:45,IP Address,98.247.41.118,100,71,True,2026-04-02 16:23:46,R_1raA9qVCvTSP8w9,,,,,47.8388,-122.1985,anonymous,EN,Man,Tenure Track,1-3 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:32,2026-04-02 16:26:34,IP Address,146.75.136.236,100,61,True,2026-04-02 16:26:35,R_7K3CcRTst77YS1F,,,,,47.4714,-122.2203,anonymous,EN,Woman,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:20,2026-04-02 16:26:44,IP Address,107.116.255.118,100,83,True,2026-04-02 16:26:44,R_58Lkltc8vmPMLcZ,,,,,47.6109,-122.3303,qr,EN,Woman,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:26,2026-04-02 16:26:53,IP Address,205.175.106.152,100,87,True,2026-04-02 16:26:54,R_7SxikcFjMe5niAV,,,,,47.6631,-122.3029,anonymous,EN,Non-binary / gender non-conforming,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:21,2026-04-02 16:26:56,IP Address,205.175.106.29,100,94,True,2026-04-02 16:26:56,R_5Ck4ITTR4we4Qly,,,,,47.6631,-122.3029,anonymous,EN,Woman,Tenure Track,5-10 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:23,2026-04-02 16:26:58,IP Address,73.221.57.55,100,95,True,2026-04-02 16:26:58,R_5tyU91lA2SnkmfW,,,,,47.7495,-122.2976,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,"I am grateful to Senate leadership for all their work! ",,,,,,,,,,,,,,,,,,
2026-04-02 16:26:10,2026-04-02 16:27:06,IP Address,131.191.39.14,100,55,True,2026-04-02 16:27:06,R_7w1fsytBPVT4p1t,,,,,47.285,-122.5036,qr,EN,Woman,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:24,2026-04-02 16:27:10,IP Address,205.175.106.192,100,105,True,2026-04-02 16:27:10,R_51m8WjQ92tINhvP,,,,,47.6631,-122.3029,qr,EN,Woman,Tenure Track,10+ years,Faculty Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCTCP (Tri-Campus Policy),Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,
2026-04-02 16:25:52,2026-04-02 16:27:10,IP Address,205.175.106.67,100,77,True,2026-04-02 16:27:10,R_3pi27EK083DYR6a,,,,,47.6631,-122.3029,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:26:03,2026-04-02 16:27:13,IP Address,205.175.106.9,100,70,True,2026-04-02 16:27:13,R_3zqZxFcHkL9QmmJ,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:25:40,2026-04-02 16:27:19,IP Address,205.175.106.41,100,98,True,2026-04-02 16:27:19,R_6Jy6ommQaE96eel,,,,,47.6631,-122.3029,anonymous,EN,Man,Tenure Track,5-10 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:26:05,2026-04-02 16:27:21,IP Address,205.175.118.4,100,76,True,2026-04-02 16:27:22,R_3njBqBVUgMMN4Rb,,,,,47.6733,-122.3426,anonymous,EN,Woman,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:26:21,2026-04-02 16:27:23,IP Address,97.113.56.22,100,61,True,2026-04-02 16:27:23,R_5KXKmFOdzgQM1iN,,,,,47.5357,-122.3503,anonymous,EN,Man,Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:26:05,2026-04-02 16:27:23,IP Address,205.175.106.234,100,78,True,2026-04-02 16:27:24,R_177QbS6vUV7XUHn,,,,,47.6631,-122.3029,anonymous,EN,Man,Non-Tenure Track,10+ years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,
2026-04-02 16:26:07,2026-04-02 16:27:24,IP Address,71.212.95.26,100,77,True,2026-04-02 16:27:25,R_1wLZy4W6QX90HrZ,,,,,47.7178,-122.2999,anonymous,EN,Woman,Tenure Track,1-3 years,Faculty Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,
